,date,country,region_code,region_name,region_latitude,region_longitude,cases_pos_hospitalized_non_icu,cases_pos_hospitalized_icu,cases_pos_hospitalized,cases_pos_in_home_isolation,cases_pos_total,cases_pos_new,cases_recovered,cases_deceased,tests_total,cases_total
74,2020-03-17 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,10,55,57,112,25,1,1,1293,114.0
230,2020-03-17 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6953,879,7832,4263,12095,1234,2485,1640,46449,16283.0
126,2020-03-17 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1566,223,1789,1615,3404,316,134,393,14510,3931.0
152,2020-03-17 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,104,21,125,222,347,1,17,30,4958,394.0
178,2020-03-17 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,314,44,358,192,550,78,34,23,9436,609.0
100,2020-03-17 17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,60,28,9,2685,460.0
361,2020-03-18 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1780,227,2007,180,2187,423,0,154,7516,2360.0
543,2020-03-18 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,646,195,841,2112,2953,465,167,94,40841,3214.0
517,2020-03-18 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,41,3,44,118,162,28,0,3,486,165.0
491,2020-03-18 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,54,21,75,166,241,49,4,2,1601,247.0
335,2020-03-18 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,141,22,163,273,436,68,12,7,2187,455.0
465,2020-03-18 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,427,160,587,704,1291,267,17,22,7606,1330.0
439,2020-03-18 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,100,29,129,138,267,41,12,3,3294,285.0
413,2020-03-18 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,42,7,49,83,132,17,0,2,1135,134.0
387,2020-03-18 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,156,30,186,176,362,42,2,19,3433,383.0
283,2020-03-18 17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,6,13,8,21,2,6,1,361,30.0
257,2020-03-18 17:00:00,ITA,11,Marche,43.61675973,13.5188753,638,119,757,719,1476,174,0,92,4109,1568.0
231,2020-03-18 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7285,924,8209,4057,12266,171,3488,1959,48983,17776.0
49,2020-03-18 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,9,2,11,16,27,7,0,0,262,27.0
309,2020-03-18 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,79,18,97,269,366,84,1,9,2844,376.0
75,2020-03-18 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,11,56,70,126,14,2,1,1668,129.0
101,2020-03-18 17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,0,28,9,2685,460.0
23,2020-03-18 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,99,41,140,109,249,33,7,7,2054,263.0
153,2020-03-18 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,128,27,155,261,416,69,15,31,4958,462.0
179,2020-03-18 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,374,44,418,232,650,100,42,32,11145,726.0
205,2020-03-18 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,401,100,501,243,744,83,70,73,2912,907.0
127,2020-03-18 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1784,247,2031,1884,3915,511,152,458,15461,4525.0
362,2020-03-19 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2279,257,2536,218,2754,567,3,175,8853,2951.0
518,2020-03-19 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,47,9,56,153,209,47,0,6,608,215.0
492,2020-03-19 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,69,21,90,238,328,87,4,2,1954,334.0
336,2020-03-19 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,169,30,199,292,491,55,20,12,2203,523.0
466,2020-03-19 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,501,178,679,743,1422,131,22,38,8873,1482.0
440,2020-03-19 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,143,36,179,142,321,54,15,4,3961,343.0
544,2020-03-19 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,771,209,980,2189,3169,216,200,115,44658,3484.0
414,2020-03-19 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,43,9,52,152,204,72,0,2,1334,206.0
388,2020-03-19 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,173,31,204,245,449,87,4,25,4046,478.0
284,2020-03-19 17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,6,25,13,38,17,6,2,426,48.0
128,2020-03-19 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1900,260,2160,2346,4506,591,177,531,18344,5214.0
232,2020-03-19 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7387,1006,8393,5545,13938,1672,3778,2168,52244,19947.0
206,2020-03-19 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,491,112,603,280,883,139,85,91,3348,1079.0
180,2020-03-19 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,426,45,471,270,741,91,44,38,11145,825.0
154,2020-03-19 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,134,29,163,359,522,106,41,36,4052,599.0
102,2020-03-19 17:00:00,ITA,15,Campania,40.83956555,14.25084984,213,36,249,356,605,182,30,17,3544,652.0
76,2020-03-19 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,60,13,73,91,164,38,2,3,2342,169.0
310,2020-03-19 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,87,18,105,316,421,55,1,14,3568,436.0
50,2020-03-19 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,24,37,10,0,0,353,37.0
24,2020-03-19 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,181,47,228,138,366,117,8,11,2409,385.0
258,2020-03-19 17:00:00,ITA,11,Marche,43.61675973,13.5188753,656,141,797,825,1622,146,0,115,4512,1737.0
363,2020-03-20 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1541,280,1821,1423,3244,490,8,209,9975,3480.0
389,2020-03-20 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,191,31,222,329,551,102,4,26,4789,581.0
415,2020-03-20 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,56,15,71,217,288,84,3,2,1912,293.0
493,2020-03-20 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,24,99,285,384,56,4,7,2303,395.0
467,2020-03-20 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,601,189,790,923,1713,291,33,47,10405,1793.0
337,2020-03-20 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,198,34,232,368,600,109,29,13,2656,642.0
285,2020-03-20 17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,6,26,13,39,1,6,5,426,52.0
441,2020-03-20 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,168,42,210,169,379,58,25,4,4468,411.0
259,2020-03-20 17:00:00,ITA,11,Marche,43.61675973,13.5188753,704,138,842,1002,1844,222,0,137,5170,1981.0
129,2020-03-20 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,2083,267,2350,2739,5089,583,239,640,20753,5968.0
207,2020-03-20 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,573,121,694,307,1001,118,101,119,3794,1241.0
181,2020-03-20 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,537,47,584,328,912,171,53,43,13889,1010.0
155,2020-03-20 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,143,32,175,380,555,33,63,38,4964,656.0
103,2020-03-20 17:00:00,ITA,15,Campania,40.83956555,14.25084984,130,41,171,531,702,97,30,17,3845,749.0
77,2020-03-20 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,71,16,87,114,201,37,2,4,2690,207.0
311,2020-03-20 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,99,24,123,407,530,109,1,17,4433,548.0
51,2020-03-20 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,39,52,15,0,0,443,52.0
25,2020-03-20 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,190,48,238,184,422,56,10,17,2695,449.0
519,2020-03-20 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,54,9,63,194,257,48,0,7,814,264.0
233,2020-03-20 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7735,1050,8785,6635,15420,1482,4295,2549,57174,22327.0
545,2020-03-20 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,843,236,1079,2598,3677,508,223,131,49288,4031.0
